date,value,latent_mean,split
2022-01-03,190.688933797300,189.774834558839,train
2022-01-10,193.260391958521,191.984982903212,train
2022-01-17,191.308674395741,194.317112033234,train
2022-01-24,200.103883517373,196.742318042824,train
2022-01-31,202.215816704693,199.230339755404,train
2022-02-07,201.450902126384,201.750000000000,train
2022-02-14,204.595708739194,204.269660244596,train
2022-02-21,208.313443604577,206.757681957176,train
2022-02-28,208.404211736794,209.182887966766,train
2022-03-07,206.509190055583,211.515017096788,train
2022-03-14,215.877964246835,213.725165441161,train
2022-03-21,211.359012513970,215.786207848334,train
2022-03-28,217.208243014397,217.673193467080,train
2022-04-04,221.750328560111,219.363709586086,train
2022-04-11,221.387347642114,220.838208461758,train
2022-04-18,224.007901670142,222.080292368337,train
2022-04-25,222.269798788591,223.076952713669,train
2022-05-02,220.909548433027,223.818759733765,train
2022-05-09,226.856433037216,224.300000000000,train
2022-05-16,226.519240645623,224.518759733765,train
2022-05-23,226.114515766601,224.476952713669,train
2022-05-30,221.391110961732,224.180292368337,train
2022-06-06,223.838550573612,223.638208461758,train
2022-06-13,226.672516559590,222.863709586086,train
2022-06-20,216.982340054063,221.873193467080,train
2022-06-27,221.419859987290,220.686207848334,train
2022-07-04,222.496872673757,219.325165441161,train
2022-07-11,213.402879969086,217.815017096788,train
2022-07-18,215.510614027528,216.182887966766,train
2022-07-25,212.099491116460,214.457681957176,train
2022-08-01,211.914500425373,212.669660244596,train
2022-08-08,213.070562915046,210.850000000000,train
2022-08-15,208.779912540587,209.030339755404,train
2022-08-22,203.117551821478,207.242318042824,train
2022-08-29,208.046057642484,205.517112033234,train
2022-09-05,204.148152332408,203.884982903212,train
2022-09-12,198.450369628688,202.374834558839,train
2022-09-19,203.526720344287,201.013792151666,train
2022-09-26,203.551524206262,199.826806532920,train
2022-10-03,202.317886038979,198.836290413914,train
2022-10-10,198.219898191299,198.061791538242,train
2022-10-17,188.919166295163,197.519707631663,train
2022-10-24,204.339774673327,197.223047286331,train
2022-10-31,195.141907625798,197.181240266235,train
2022-11-07,193.523042662745,197.400000000000,train
2022-11-14,199.066786128492,197.881240266235,train
2022-11-21,199.823325715639,198.623047286331,train
2022-11-28,202.563691296132,199.619707631663,train
2022-12-05,199.429168006745,200.861791538242,train
2022-12-12,201.885219990205,202.336290413914,train
2022-12-19,200.265935058265,204.026806532920,train
2022-12-26,209.192714538782,205.913792151666,train
2023-01-02,210.440869868409,207.974834558839,train
2023-01-09,208.632867514346,210.184982903212,train
2023-01-16,212.932394426964,212.517112033234,train
2023-01-23,218.415193896253,214.942318042824,train
2023-01-30,213.183231371217,217.430339755404,train
2023-02-06,216.195726432948,219.950000000000,train
2023-02-13,222.345520685449,222.469660244596,train
2023-02-20,227.904324321720,224.957681957176,train
2023-02-27,224.325885099556,227.382887966766,train
2023-03-06,232.143341064217,229.715017096788,train
2023-03-13,226.616135309309,231.925165441161,train
2023-03-20,234.608751479272,233.986207848334,train
2023-03-27,230.006076384614,235.873193467080,train
2023-04-03,238.818627051621,237.563709586086,train
2023-04-10,231.275597147260,239.038208461758,train
2023-04-17,243.354503630254,240.280292368337,train
2023-04-24,244.398679735356,241.276952713669,train
2023-05-01,233.439321327207,242.018759733765,train
2023-05-08,240.051137756885,242.500000000000,train
2023-05-15,244.755369243636,242.718759733765,train
2023-05-22,242.071398338017,242.676952713669,train
2023-05-29,242.160337843120,242.380292368337,train
