date,value,latent_mean,split
2022-01,72.793841209410,73.071796769724,train
2022-02,77.052903405421,77.100000000000,train
2022-03,82.961333504239,82.200000000000,train
2022-04,86.416861241305,87.300000000000,train
2022-05,90.960081627813,91.328203230276,train
2022-06,95.119901032674,93.500000000000,train
2022-07,92.368439929970,93.528203230276,train
2022-08,91.970037763430,91.700000000000,train
2022-09,89.308704433346,88.800000000000,train
2022-10,85.705861019898,85.900000000000,train
2022-11,86.554175607251,84.071796769725,train
2022-12,83.622237058402,84.100000000000,train
2023-01,86.274786216314,86.271796769724,train
2023-02,88.327232847577,90.300000000000,train
2023-03,94.447623655529,95.400000000000,train
2023-04,99.269509649110,100.500000000000,train
2023-05,103.437210370193,104.528203230275,train
2023-06,103.000098071598,106.700000000000,train
2023-07,106.244705989862,106.728203230276,train
2023-08,105.401500340031,104.900000000000,train
2023-09,99.707757983755,102.000000000000,train
2023-10,102.843606198654,99.100000000000,train
2023-11,94.278775621537,97.271796769724,train
2023-12,98.456450213776,97.300000000000,train
2024-01,97.580884482947,99.471796769724,test
2024-02,102.972623079691,103.500000000000,test
2024-03,109.163002175402,108.600000000000,test
2024-04,112.765629803139,113.700000000000,test
2024-05,116.956090048099,117.728203230276,test
2024-06,119.657711893059,119.900000000000,test
